Numero_Identificacion,Renta AÃ±o Anterior
ebea95e85785129ac410ec23e0c3162c202b778486377786ddf54bbfc4cb38fd,7808.43
e1688a7e2060ac7ed8139acf20873da274b389f0f0326b417c3929f875385db9,11373.79
a4fd66e633245e454edc49e83f557ae4ee6d9cc414d79280fa2b093cbb3c8fb3,10691.58
2577d660764a80612e50aee293a3ec205455b2655de96e7f2fa1e115ce3b9689,9902.1
9c0fc93786b95580511635a50bfb9cbb88d7bb9bdace8d1812eaa06428af0867,6361.43
b3d8426893a0fd7beb2d1e69f691fbd253a064346bc81e5dab9dbe9ceb6bef22,11326.1
5fe5882108a7c7bbf68268ebe7c579458d2b7fae84c26b7c2367204e44fbefd3,7894.5
26aa6f8a12e8e712ffd1f95b1ebf40570052e4c5fe67f6e7dafe6266f4e9109d,10529.0
f97334ce9597e9f3900f15ac41497d338565e0ecf8dbbefed2d3dd8f550368a0,6490.11
9d0eeb5e6f708eadd95a9f165b4ca7b656173fcb70ec6c2728c24d8b026d9151,7787.37
b2810c241160aba56a991cf75b40daa714894bf83d6e82a210ca9c8c1216f2bc,6413.42
fe486a672ec6173e6ed45fe5c141c92cc592ed476f0433a02ba0971edbf47371,4284.97
52d196d66135e95f806ff67538892b664ac23093ab03515f077006ecdfd88362,5310.87
ef06783b0b939e16c4d5567b8f4554903a26e1e0f74b70897a9076a81f9e9151,9859.82
d8aae0d15160cc9d4a2b5f9cb4c85ec70deeb51f34f0618fad08d7c7c2687658,8346.86
36651329503592f19bdfe99a20099ecaffdf41768fb3ebb01bcc2424ba0303d8,9779.5
26ac34ca7109dc6f113e106d429f345b14f034a6ff1eb20b85271fc26d7634d3,9766.83
fdce6a0b7956c60f8cbd82ea5a9946a4f9a2ffad0fef5cdb16bc2f3c153fb1a4,873.04
a27aecde302dbbb3990b20369935ec344146dacb87e40cacf7b302ac4bbba368,3582.11
ef00a52be51c22a1cedf4b4bc5c575a152843a90034be9cd8372e3aee0a69bc2,380.38
01ffbc169aea4e78db714f7ae6cc70d0ac212143e879a7a09010833dc08e4ad6,6768.68
fd73c830033883d1de5550333c93b08898cd97a7e3c7ad22a1e7c4fedd994d07,2107.04
4705b4325208d336fbb9a2f38eac687fe92d7f963b39c67330f17eb40ee65086,2375.31
61ef2a2b32b687f0af08a38fc07a4803c3794e4afc4a14ebe2792a6ee5ec4616,3749.62
51b20103f8c5e02d87c19e992fbb5f2b8ecb6203a06c31816f75cae5fdabc009,5174.77
751d129e207658c7e89a6518fc667c9dbe52707ee8dcd42f582f29560ba6d5e9,9641.67
45fe94f2bc6dd16634127a4d3c98dfc170cb5b39457a36b7516079454a4d3d90,7021.85
04c9728a583c3e4ac7e9fc261a6d34819eba324ef42de663c1f665b82f4b98b1,9398.76
76511bd700c3bef93530db27b0a9a5c82ca7f95111cf535b39c7e9c6f45fbd6f,10612.96
40f363724f29bcae04a9809dae4d7db6081f132c656e20ec0bc8930d8750663c,2930.81
beb93d54969ddcb75895fbad539d05322075885d2f0ccacb214ad43de25acd05,519.29
00e7ad611496e96be433c4c67f11b53fbba8eb003afa85bdf72c3beff0b7c9dc,8996.6
bb4f6479dfef6135364926e0bddb157f9a732925e254397c08630911c74d3c81,6587.33
7c42a459bd232cf4ea3a3d2316dec85901027598e529c3eb17764560ad1617b7,2099.78
c1db82261783190421840923e7df8066bf412c1b92aaeb0cb97515f7aa054622,4924.18
81a2f3ee01d4dc023a307a8c29a8cfeccc99bc6800838a1b86e94f2a2c1a1fa9,1860.12
ae57db986c1cd6127968713626133029e0024518c09b1b7fa998c71af1d5442e,7717.55
fa454a1efe8e93afc8183e5784604b47b91f6b281d1db4a799ec581e4a1e80e5,4792.2
8ec00211c9ffd4ee1e27dabd9153881f5e89391dedc994935e38c8765ba9f074,4028.47
5a34428a6bad3505b3e8a8802846a8dbb159fb6db1db81df9aeb7ab163630523,11744.13
932719419d6a23bb06e935113b04f3a648e08613e6f86cde9101e66622293fd0,9363.34
8cc93ee241e466b959595a9ca1408f927b699be53358223dcff4717cb06bfba1,4033.74
6943fbe6af27a1fac240643a0975783be0b7b29bbb8ed6a9dd1dc27273a62874,4848.21
2fe381ed37dac6c4ae26d083cc352fa4b7f9a941443cee15ec63b2cb7f2b75f8,4045.31
9b8080dc9999253db5856734564cb208e4a53a7e27004d35a74e5d2886c069c4,10238.84
29b896a7626520204315a57aedbbc9486272a93f0c29ef50baf57feade25e18f,9570.78
1a09c2b0df7efce2ae76d1f685a3b2f6f5a5e6a0ce35ad766989e540ff3e5ef8,1416.38
8ae20c6ec253c8d13b4a501d9772ad15674bc73eada501a47dcf6a123c8d0c77,7538.36
4d5cc6f7b21d3a69d162e3a863d36b93023a075ffc9dd760ddf9d9924a233487,743.93
7bdb7ab6cea04209e1dafb8de950cfc0dec9121791879db4f8b03d55870f7ec4,3425.61
b6d2326298110bbaa0e137c4938afe75b0fe7fbe8a5514e254d72bbfb8fba7d0,6440.04
45bb04b61f14781217c10d6ae4c321b9209e8933227220879b89d026a2c309ce,9996.82
2cc16b3f67ef7b1324b00c9df2d96ae35e2d302b59593c910c217475f8e0e446,9559.41
ec22d15c50806da497be634084478895e430230c21a2343aa159d0db46f7d637,10618.21
4a7ebfc4797a404054f2fd1fdb2274a2cb088d083ae5749f2e0d76429ccb7f54,463.32
1976c73c15d9740539d51a95d297ef776f17459efea434ef9aba80c834c7c7fb,4359.18
965722fc302dc6b5f55015ca54cf6509ba7fa5318fe2e241e55e203317cae630,2746.71
7b6df1f6bfd815571a68617801ea49e8fda897ee3344b4a1a44b9f51650b6387,5154.15
521ed28266ebe4c6bcf57b28bbd57baa15c9e9a2863902bfcf6a33e10cd60eea,6278.74
614f9facb2940a537a7bf4a082b24e462911e72f93dda11cb0fdfc74642aa60f,11739.24
b94a39c3f3fd298c4cc79cf602ef005fcbcf7da11747a4a0ee66aa7203d285c1,2035.14
29249357b30dcff67be3cea9a4bab0189ebdf98e0138bc8c02badb96ff7cc6b7,3927.35
7a2eed10a756a00f76c0e3f68b54aa05f3193eb5443252e2cd84510fe05cdc04,10318.81
9343f707abd3440bb368cf5ce6a798fdba6e65e4095e688cbe4b6490ec3c77a1,3144.52
bdb3a3fbb80282de5738096a6e178e16b74fdb20b84ef843e6825a97764ea397,1951.13
d6b575f524327a248c3ea92076b9ac776810c1eb67f9b93949eddaf33c13b701,3332.07
00344c9a7a9bc362247db630b0e4c729b001db71707638c657f294a4c7567680,10491.49
c69d20edefea0d4589fcd51bbffbf47022036d921a1504c8598f525660bb987e,9762.3
fd2678248a94b41b997b007217efd78040d71cecbc9c7446c7ade93841e478e9,11744.69
13bd58e0b1525c13926ba43978d7fc1ff22ba92bec8bce549623b7fef4f002ad,6726.37
dccfa692ba33dfe9ed9c8922350070d62258e9703e8b0b20760ec605ac239cac,5191.9
ebfd776209e20e60a5d15817cc90cf4c5934890266462256802ee5797eefff9b,8619.06
de83ebc752b93dc6757ebd6344f6e6079d64ebf32551b4447c8720ec59e8f44e,9540.59
7ce868068d473ef93a8e772aadbfabaee768ad5092b9157e04db8acc4070e4af,11635.23
72f8898d9577a40ef3771a226c6039073d957adb774ac8dd7add1533add53c9e,7974.69
ae68b33fa982f18ce6cbbf0762db85153f9a967babb2687340023c17b43d9be4,2167.42
95b7e050ab961ae01a9ce872f54d511bde55e4092fbc260806fea99342eb85ab,6707.07
4c8722d1a2dabfd939e776ccacc3671e4c63734eb9e5ee31019317215cf28541,4260.5
5d8e5ddb0e4ebb478ed8af248508bba9dfa69742754e67e20e8fecb6064c79da,11830.22
a6daeed578f880dcedb6c60d049f9f2269307adba63c5b2e7a247f7ac52ae9a9,6359.01
37fb29e87daf01e7233bbd3e457e2958496df9063efb4e6c92e2bbdca6ebecf0,10025.79
057b92bf0aa4699ff1f010d02cc8b4295f6099b6e7c3b6cfda5619d24df0895d,6693.62
5891775770765bd7bee9f906a1c5fdb6b53e646952f7f5ab79173005dcb574a1,3414.56
bbcb8b5e8fc6ca35bf16c5e59109cad60a69f3c311ea7913e45aa407dbb658e6,11281.02
261c9da584b17c65be7227906a7d17b145f206652dba43b86657254c8ddfb53b,6968.77
ff80eb97fc66ff41b6a97f7839928a3a69671049c78f83094878ba72d02a7bc0,11937.38
0106ab8dc7f1f93c8072308375c6d5e8d31b6f9dcc784fb02aa4bb78251bb7f3,1377.22
6f78d69093532d531085b2c2312031bfde17327f6b570adb3d517a4c7e7cb954,8010.13
9c54dbc45ad8750103a104ae88864d8ef7693bcc639366cbceb9e108ecccd02f,4390.0
5b2a1cd8b91a5128dbc2fc25014ac3deebf83803565aba1aef4435e9b18b7dd2,289.55
8206508acdeebac6b39f59fbf22ba9e51ffac90bec9d8156dbd8259d6e115ead,11149.45
43d49144804d618cf4298e66871e073772646be56f27b5203593428bf9dae9dc,5084.55
7e9224715065ba53dc24bc460679ccbf2e1cf16ff6cb5ba73f07bc4b83ff60f7,6335.68
1c0163639567a6d276c9d2c8c8bb6832528438193f85fb62a772735476fa5ec1,9081.68
1d9a05710c5f5e9ca871458f4eaeaf2a31b24656a3d9292bbce0232d436cb262,230.0
c08616443f50228351c1143b74dfeb10c82fa8f36856f5f43a87bc5502137564,4426.51
ef14b36a282b01b37c60a7df3bdefcee25a1b4819410d87ef3195bad8c761fa1,9653.81
5063cb4191e1c15c2477a134fe0acfdac364e9dbb883bd8a98f1f114f41a64a8,2517.46
f1088944b229f2e546fa9ae99eed964e3434a7979ab707f5bfc937a488a3ea4f,4330.28
712975125e54f18562463d5264000dab43250bdc452d1d69354b778f8630f87a,403.12
a91ec397dfc1cbd29bc11ea358e75a15281c60f23cae612f5fdb2377b663a461,2856.51
34107e4fd74ba006bb221e5740610a288975a96249e8a807fad2bf2dde1dc0c8,655.37
5c712ce693d9b3dfb0a06ca4bb5ca953171763902a3044271df5b74f3bb7bd8c,2612.3
1dea63a64056c6b1b36e193325ba5f962ff69bbdd0194b874debdeeef3bfb913,7385.68
66b16a36460fa5d86c4ba760cd7b7412494fd67179b05d0cfcb5f1553771a096,2673.08
983bf74a07c6088f699e17ac8bbab70cb5cae07e38876e0fb254aa98f78bd518,2837.87
829aa60f1cbc3021dfffbc0debd1ec54e8799093574eb1cd59e193fb337fb0fb,7819.85
4f7881d35807cfb8ef2ecd62deadc3cc2f46620e92987a2ee1cd2d7ce7fc4c63,1558.82
1b8350cee7392b0b17004edc334a0c5bc642f0e47df04b54ad2590b048814916,3849.04
76110edfa25077f345b71bfda9d1c40d4e410d9685434c9bd3663a121ba40f57,5213.75
9e7d835d00979bcd948a49fb4bd9c7fbfe2d2ebec43e57d4d9a3424ac3721176,10694.87
cc17039f92ac316bfa4ce6e48e023a4b1ae2a6d0ffee324247f643d1307f15c2,773.02
2ed0bc9ab700b9f760121ec4c381683c4ed6e3d581943218a0780b046d1f5218,7838.5
c768cef535efec825642c93e31f4b429216069848d8cfe8ce9720752c61cc701,9042.83
8cd6f16a45a4e27055c1898215ce5af0dc24ce5a20b2db7c1af23af65c5f9420,667.65
d2f46ee4cce665deb8f79121e90367da3e40579d2c205b521958357872eef130,8197.48
6d3e9d329141205bf006663650b616a60eaac5c8603c2e1293035730f170d1ee,11533.15
7c063d25c71d2190d391f97cad6b288ff29c893d9b5644385aa60f3db6dfb91a,2852.21
f5a937432cb0d8e59daf0b1b38b89ef0756aa6d4501fad9e7ad27ff72a5e6d4e,6583.69
88631291fc44fbec4d54546d5eccf0c0fb828a64c0eeed96aace758e1190e399,51.02
a3e303e63d41af36f4d2d31efb635d3013343c6e8f54f92cdae6478788e66128,6414.57
f4c2f8d1005aa67f9cca05d427b34430d6c00e6c966a8701c6017ab9f00c61c4,10840.26
660406e2acb1aa674da3f829fdda8243b6caa513ee69614b78888bd7b3435015,10976.75
91f6ef40eb71084ead499eeb22df17eb40865861f842e0a7b8b0a681c3a7134c,4434.01
8a2f570c688253e3e02e8196aefd67eaa58530fa805d42f3a2471212ded37f7b,1094.12
5c73cb077e084b96131f705fe90b9b2f7c33a9bf8e752667905bc545e411e5dd,2888.76
83c30cf43401f2b45454314a7dc48fa81ea403d566e9ce25eda42fa063c6b671,2413.83
85e891149f0bb2aa0146a866972cf98aead771bf6d9e63e8e70b4b391f0332c4,7852.01
a4458c0d76bcad12b792219a3ebe09ce3713c267068d2491896a8008784a63e3,582.53
1cff5d1e99934e97d8b305ea65c5faeaaaaf46e9b399282b2394824290b9e853,6837.81
49001c9e104c9193fcad083ccb6bc9aab72ab207292af8b48f05d504c2acd8ef,527.35
aa1d7e907e9c5ad88fae778f32d6b97538456cc68b5c03854efb59be8ab06748,4128.87
7090baafcfd59eba4c0047b00cf57fb9264d98d7771a57acd3ecb3ed426c3629,6369.99
4f2df669956e009c15653d3ccf248710865d03195bdef1b3a88e4251dd31cde0,10183.06
3b9e24209a163892a50d1aa4dbb72bec7d81ea9ed0c9429e996a59e48aa98f0f,5695.83
af1e897c3dc07e87e5273a242eb664404ebdbe7ad249f25394b4302a8bee82f8,5620.76
9e8290daca2ce555c8893ae5486c5cf88dade092dbcead546771916c7451919b,1461.14
f5886e4e56a3c7dac2e7f1d3f97ac6c9beea42a32fdf74d34fd5531ae3e0f874,7614.48
9fab4b11fd7c097503cc6b9da1611a135f48d081f7768bd50b608ddebf7d5ad7,11377.72
b1642b78e7de476e1fd3f41b15374a0011a3d50cdeb9832b3a0f3da5dde406b0,5504.0
ec2257a3e440b9fbaf683e04eedd218550d4c686772f6bd6e575fcc80778c6b9,6514.56
8f5839b18b812b0431f0d7e235ef6191ee43a92f5aaf5b54dca605534e7f4fb4,5194.92
c5d033fda49446de8aa24c8d876553d10d0a1615456f4d52ba4ee4c155e56d59,180.95
61c21f6b48ac273203401a9121dd7b1baf21974d6e4fab0109646e08d9e7b123,9314.72
4f37ddccfe58f2e309746a70afa0b351669ab18255a148c15849e6a9fe258f6a,11503.37
a6a5e5f44bb86def5a4d0f5fcd9cc8b5aa7f1567977dc22f86be94e24c741d2f,8878.57
5c149679e2473feae90a43a5103fc2f15657ed2b98c61558938c6117f92cedfe,10849.26
6677b32a9f629f18393c1daa2012c55494a3276491ea66bf354f36da517b7bbf,8189.85
8702ce666b9a548d28b4f5d921b7009734ae9eb8fd7b19e64d5498aeae9530a9,5520.8
c62a755a4f7f34ff97e673e8dae7247a6bdffa124e56fac16abd4d3b2dc3caac,8096.93
39b29ced7f4008a3edbbbeafdb576dfc66bb2aae9d2d3a39bf83833d75e1bd79,7586.53
e0de78d312dc13b22d22d8adaca7a37f321ccba5f8ec7d001d023304a0917b7a,6724.53
a2ceed202c5efc2c31e9b22db511e12d3cea9e5c2a6db91c55f028da8c6d0442,6847.38
2821c5a647f86117dcc304dc7c9224a962509345aaf58ef633cabcd46b56562f,3822.36
2aee8f2c46f41a68ec6dbf68a2fca522686f83cdc2ea3fac3fd1950aadd3135a,7275.36
d68da84c53d2dee229b4694ef5cb102afe3f86d663ef19bc818e2badbfe86436,2966.03
3106990f8d812285872cca67dad968bec189c02164cd48c02db87644eb6a77d2,10953.43
80192533f4241db84974380ea6b86b8a7d925c42d3910ab715ff02a5c33e1a8c,9820.0
208425b081400e8bb920dc6b9b15197c34333f27d6e2c5a14ab138315935a428,1621.58
a59c35209b3de950ff4d6aa9258aa31766be6d89e01c9caa45256feed7d76ab0,10623.62
c5cd959986ba496beac0c1855b754746a9570d6894ef1530aac198a3b12d9b7b,1363.38
4579e72a9bb857c0078b43d514fa858982c869f33835f2f757ec27c3311ac090,313.51
ef394837dd3d485f25bb49dfe8a818457148c8d54e748ab482d0a46b61e69cee,8521.24
91d7fb40c81b18d6e5e667952d3725c8a665be9c20208c0bcc0b397ebce25024,2324.56
4009060b5224c2b66855b6a6bf3c58703dcc351f9a7f7fb48f093379da0f23d4,8210.65
6f2b717a341e7ee9ee59e9751536f7b30aab982dd5426ae3b706e45cbf3b515a,9652.14
65391bc1fb254ddea86c85072dc3732d4ce52a7164604ecf560fe2aed2c57fce,1221.59
9f3315cb7d5639d28a3c22f22ef2d7b11a87a98326eb4b685a3a21f3cc8555d0,2269.03
92090dd8529f03c125073f0e5258962598b3bb37a8495d51c1b698a706e81019,1259.0
8108086a9ddcfb95100566834653e94ef385dfac2ba30d7caf9fe724648827f0,1590.91
93595d0c7f9392d5e0998dbd23e8d064c36df7ce087f03a10fd72367d2a30147,8250.78
55752c997450b95edd08252e9dc417976e2464ef179764f17bd6c47dd5ece176,3695.02
c970adead6a069e2b3e89f7bbf122cd43601e2a788e22a32b9b280f4c7981d05,2990.47
8623d8f9bf6d80e0b34dbefb305220fcb6164c87eccf67d1bb402b53de744c1b,11283.56
5ce0d02fb183b16d026f839843e6b91281e5b36eff07ce3252df0cb9de45854d,3534.66
e6869cf86f7a6d124f0e3910bb9bf084906f72a97d0195188647df1b188849ae,11034.18
9321c83fc235793998569e3561b467a11cc68ffb07a9e8b6ccd22d9e5ae3faa0,7195.46
f335100362209a30b3ed6b559cd54eeaa793a0faf59ef9449088be11d1a0bb12,6439.53
42b547c676e74700de985aa7f3ea0a8aa2745ad9ddb5f41d49300daf2ec289e7,6162.82
da992a54466c47842e42be7dfd4983ce6555480ab76d88b2ba257c4f35040b23,829.87
4b732c2ad7e53d93e8aa723985d9530ab842961aaa2084919d2897ec6adc35e0,10475.45
43a1dece30f657dfdd75f119e89ee9a7334b679bf3e53e2cafc1a8602b360370,11364.68
4d831cedc9b3aa089af9aad2fdf77d8840c990ea9f9aae6452222caf4c61ccd3,1152.89
36380fc53aaf6875323f113c7ad7011ee62221320ef2aa177faf019d13ac15ea,3621.6
4f27b9bf7fecae0719e37d54631e77b06f00e38e8b83a1aebbfec7bcd1e616de,2263.64
ad4337b8a177bb914159db1ae59d6ea53a26a6332a7065b7c22c2728b5982a33,10332.65
8c46c0b97d66e5a8fe73b3a129ae44d9b58faabf0167800c24c5b9873265ae70,6961.75
37a934c04f9fff04a4714852243e8fd796f085c2eb63b334f4396d3f7eea0cec,579.22
db340f1e3bd74751d500d107e361e13998f329474b2bfc4269f7de7269ffb04b,11546.46
806c8c8b5271f081b7588c6d0b99bbdacb58c7cff23dd0219684c0954233f0ff,10927.32
d1e2f480422cdfc57b3ee001d79d39c408b7eab37aa34f1c252b31c5de067dfe,8003.52
ac4bc7d73f33b14ee967198a0d761349abe352e9c0c07dc3b03d07b6b4e3925f,11983.77
91473fe88918d2080380c49c58aeeb5ad6414920852417fcf4d7fd9ac7ad5897,4804.68
baf0c172a98f1e49837771f4ee3ede2a435a5d1d54e87d68af495c4ce1add960,8627.29
d58fdf2f4f8d763582dc9ab60379a4ba69ad27cbe635baca0d536afac0da1bb4,11878.42
e42400f60a9e43d20c95eba7eb8ac0c4e19dd15897055703357e37e8fed9b0e2,8271.56
30f851f174741369978dc06d0e7e81bc5972387806975fe0c65e974db07c4152,2333.29
d86a481f410c62d1a486bc82f771e6a00cc570198e741d8d0fd8de3c6196eb7d,10654.05
22b1a533d316121fe4f1184ae7b893e443088c31a765579060d566b3c16e5d80,10128.2
b3af07e2aeed1771592d375625f8980e862b21e86ad25420326c86eec9529c1e,10215.83
d86795b2e7fb51d7fa63c910873187b3ae97b1d29dfb950163c853508bea2be1,10707.92
e50f1f482efb3a7af62c2f887d61843e8cd8a5d7c1efd3eba95fc398cb375f35,519.96
539fc35491087c46c74856ab543828c20d58b76eb967a22ad98a4a4976c6c266,11912.49
ee1277c13d88f314e5101377419a8c93e592f7cac19a831c65bda050df0f3707,1471.08
7ee9ed67d403eec5f2c7ba37c8ea3566b31d7a55d24247d4acd7741784508148,9090.49
eeca8a5b92cde0f06aa298fa3ff8511632217b4bbb6bd6dc6f581f03336602f6,10922.44
27141deba1a14f5dea75a0723dec019afea57e8e53fc48aeaee341c5f9b06287,7482.11
3cca680a1d1982ff3041ab33e232fed151b17c9a50ea25d062e42af24b977a24,1651.6
018fb8571461a3de23e512614726ed9f7194b336f16dcb7030717093664d98d2,4412.28
e83fe456f5a7ba5d405a73ce28e1cd2578575a47345f36ea5a1973bdb130547a,6125.11
5687dd60a6b3572eab2bc492042db6b7f4541428b7c1217511063d2dca35a7ae,731.8
58bb7f155f1cfaebe99648834b0bf9507bd253e94c72d648ef81e71347c16ed0,6793.28
eb1469c683b634dcba86c0065dbeec67168307d2ce9ed30459b9e3d0599df52a,6898.1
5b191648c351ba4bfec06865726bc4c7579fab2265c71efd9dbb7835a8f50595,11376.71
d1eb216f16fc11c6c3dd73f24a064c7ebb94ffa391ece9062b5f4482cfadfeaa,4508.26
39aae18f1459131831fe35f957904316d89e334de6bd42b644bf741b62d39dc3,8255.65
8f08f27cbfe646ea42e2e7e70317a0983acaf4bd7e1dabc2f6c9b1053f289fbc,10977.73
d3ae8b55b04f87541319e84e43da81d16d86d8ba9857ed3efe4c055cb1e4d666,3674.17
d1dbc82b9ca28d3da7145a2c6135f798a59b32789323f8a7938ebfab15ab311f,9003.79
86bbf8316a3a0db77c1faa4aff0b4675be1bc7638b6daff05996f831de0bb77a,8358.01
d764338d39a2afe53f8e2d7f5534d30694793790b8842cd393e26472ba16a395,5393.57
b24bca85dd8f1de91657f51991dbcc598d78a3dfdb3dfbfc10308bac359498c2,10322.03
dde82c405232d73f4b393fd0c93d289c53d62d11a90fd93e6d5a22728c75170d,7596.08
abf567bbb08f0a9f3143d2edf04d5d5f7a0d4b868e68e88046c2e224eade0723,6384.42
f0ea4ef894fbc91a3767f1e63bdc9ef1e7093f9bb88cf5fd5f9333275602b764,3266.17
671a04e69f7d5a5eeb9dc643f754113610222205e7771b0d02ba5ab17d9ccc81,3190.03
